Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason,Churn_Probability,Churn_Probability_Percent,Predicted_Churn,Risk_Level,Retention_Recommendation,Retention_Priority
84331-ASS,Female,56,Yes,Assam,4,35,Deal 2,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,109.55000305175781,5124.5498046875,0.0,0,358.1400146484375,5482.68994140625,Churned,Competitor,Competitor made better offer,0.51,51.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer a service review or upgrade consultation. Key signals: month-to-month contract, high monthly charge, fiber service customer.",Medium
88268-UTT,Female,48,Yes,Uttar Pradesh,1,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,19.899999618530273,19.899999618530273,0.0,0,49.5099983215332,69.41000366210938,Churned,Attitude,Attitude of support person,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
88459-UTT,Female,70,Yes,Uttar Pradesh,5,14,None,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,89.19999694824219,346.20001220703125,0.0,0,193.39999389648438,539.5999755859375,Churned,Competitor,Competitor had better devices,0.74,74.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
92887-CHH,Female,69,Yes,Chhattisgarh,1,11,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,70.55000305175781,70.55000305175781,0.0,0,18.200000762939453,88.75,Churned,Attitude,Attitude of service provider,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
92923-JHA,Male,72,No,Jharkhand,10,27,Deal 4,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,90.0,2024.0999755859375,0.0,0,725.1900024414062,2749.2900390625,Stayed,Others,Others,0.74,74.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
93000-MAD,Female,60,Yes,Madhya Pradesh,0,13,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,74.1500015258789,1387.0,0.0,0,78.83999633789062,1465.8399658203125,Stayed,Others,Others,0.52,52.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
93076-MAD,Male,58,Yes,Madhya Pradesh,8,26,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.3499984741211,2515.300048828125,0.0,0,1044.4200439453125,3559.719970703125,Churned,Competitor,Competitor had better devices,0.68,68.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
93104-TEL,Male,35,No,Telangana,0,13,Deal 5,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,98.05000305175781,713.0,0.0,0,64.75,777.75,Churned,Competitor,Competitor had better devices,0.6,60.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
97664-GUJ,Female,19,No,Gujarat,4,6,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.0999984741211,1235.550048828125,0.0,0,101.63999938964844,1337.18994140625,Churned,Competitor,Competitor had better devices,0.66,66.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
97820-ODI,Male,22,No,Odisha,8,7,Deal 4,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.6500015258789,2415.949951171875,5.010000228881836,0,625.239990234375,3036.179931640625,Stayed,Others,Others,0.6,60.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
12505-GUJ,Male,29,No,Gujarat,0,7,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,95.6500015258789,167.3000030517578,0.0,0,33.52000045776367,200.82000732421875,Churned,Dissatisfaction,Limited range of services,0.95,95.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",High
12516-TAM,Female,25,Yes,Tamil Nadu,3,30,Deal 3,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.4000015258789,3143.64990234375,0.0,0,600.780029296875,3744.429931640625,Stayed,Others,Others,0.54,54.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
12520-HAR,Female,25,Yes,Haryana,1,27,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,90.05000305175781,1862.9000244140625,0.0,30,136.2899932861328,2029.18994140625,Stayed,Others,Others,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
12528-JAM,Female,71,No,Jammu & Kashmir,14,21,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.75,573.75,0.0,0,287.3999938964844,861.1500244140625,Churned,Competitor,Competitor made better offer,0.86,86.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
12584-AND,Female,64,No,Andhra Pradesh,11,13,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.19999694824219,1046.5,0.0,0,322.0,1368.5,Stayed,Others,Others,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
12690-TAM,Female,54,No,Tamil Nadu,10,35,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.19999694824219,1046.0999755859375,7.389999866485596,120,153.0,1311.7099609375,Churned,Price,Price too high,0.75,75.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
14769-GUJ,Female,59,Yes,Gujarat,13,31,None,No,No,Yes,Cable,No,No,No,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,29.850000381469727,75.5999984741211,0.0,0,0.0,75.5999984741211,Churned,Other,Don't know,0.91,91.0,1,High,"Offer an incentive to move to a long-term contract | Evaluate eligibility for a value plan. Key signals: month-to-month contract, no value deal assigned.",High
14782-AND,Female,21,Yes,Andhra Pradesh,3,10,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,Credit Card,20.549999237060547,20.549999237060547,0.0,0,37.91999816894531,58.470001220703125,Churned,Attitude,Attitude of support person,0.76,76.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
14871-KER,Male,30,No,Kerala,6,34,None,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.25,1483.25,0.0,140,327.0400085449219,1950.2900390625,Churned,Competitor,Competitor offered higher download speeds,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
14941-MAH,Female,43,Yes,Maharashtra,2,30,None,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.25,1111.6500244140625,48.25,0,436.0199890136719,1499.4200439453125,Churned,Competitor,Competitor had better devices,0.58,58.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",Medium
14952-DEL,Male,82,No,Delhi,10,33,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.25,1973.75,0.0,0,444.1499938964844,2417.89990234375,Churned,Competitor,Competitor made better offer,0.81,81.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
15010-KER,Female,39,Yes,Kerala,10,30,None,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,45.0,96.44999694824219,0.0,30,34.5,160.9499969482422,Churned,Competitor,Competitor had better devices,0.91,91.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
18521-RAJ,Male,76,Yes,Rajasthan,13,15,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.1500015258789,503.6000061035156,0.0,0,176.4600067138672,680.0599975585938,Churned,Attitude,Attitude of service provider,0.73,73.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
18706-TAM,Female,82,Yes,Tamil Nadu,12,2,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.5999984741211,195.0500030517578,0.0,0,63.81999969482422,258.8699951171875,Churned,Price,Long distance charges,0.91,91.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
18730-KAR,Female,78,No,Karnataka,7,14,None,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,95.5999984741211,644.3499755859375,0.0,0,153.3699951171875,797.719970703125,Churned,Competitor,Competitor made better offer,0.84,84.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
24498-MAH,Female,76,No,Maharashtra,3,32,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,76.5,2868.14990234375,0.0,0,234.2100067138672,3102.360107421875,Churned,Price,Extra data charges,0.74,74.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
24514-HAR,Female,70,Yes,Haryana,3,18,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,101.94999694824219,700.8499755859375,0.0,0,242.6199951171875,943.469970703125,Churned,Other,Don't know,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
24531-AND,Male,82,No,Andhra Pradesh,10,5,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,90.80000305175781,1951.0,0.0,0,95.4000015258789,2046.4000244140625,Churned,Competitor,Competitor had better devices,0.6,60.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
24550-PUD,Female,31,Yes,Puducherry,4,16,Deal 5,No,No,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,40.400001525878906,77.1500015258789,0.0,0,0.0,77.1500015258789,Churned,Other,Don't know,0.91,91.0,1,High,Offer an incentive to move to a long-term contract. Key signals: month-to-month contract.,High
24632-TAM,Male,39,No,Tamil Nadu,9,14,None,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,102.6500015258789,4108.14990234375,0.0,0,1311.199951171875,5419.35009765625,Stayed,Others,Others,0.52,52.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
28707-RAJ,Female,66,No,Rajasthan,14,19,None,No,No,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,25.700000762939453,25.700000762939453,0.0,0,0.0,25.700000762939453,Churned,Attitude,Attitude of service provider,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
28719-BIH,Female,69,Yes,Bihar,4,35,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,No,Bank Withdrawal,89.69999694824219,1047.699951171875,0.0,0,43.560001373291016,1091.260009765625,Churned,Attitude,Attitude of support person,0.8,80.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
28787-ASS,Male,78,No,Assam,0,26,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Mailed Check,74.4000015258789,306.6000061035156,0.0,20,42.439998626708984,369.0400085449219,Churned,Competitor,Competitor made better offer,0.8,80.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
28896-KAR,Male,49,Yes,Karnataka,1,35,None,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,83.55000305175781,477.54998779296875,0.0,0,161.4600067138672,639.010009765625,Churned,Dissatisfaction,Product dissatisfaction,0.65,65.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
28899-KAR,Female,73,Yes,Karnataka,14,5,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,74.4000015258789,434.1000061035156,0.0,20,53.459999084472656,507.55999755859375,Churned,Competitor,Competitor offered more data,0.72,72.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
28901-TEL,Female,63,Yes,Telangana,10,34,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.4000015258789,1581.199951171875,47.20000076293945,0,513.760009765625,2047.760009765625,Churned,Dissatisfaction,Poor expertise of phone support,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
33206-MAD,Female,56,No,Madhya Pradesh,12,33,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,91.6500015258789,365.3999938964844,0.0,0,87.23999786376953,452.6400146484375,Churned,Price,Extra data charges,0.9,90.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
33228-AND,Male,57,No,Andhra Pradesh,3,16,Deal 4,Yes,No,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6500015258789,1461.1500244140625,0.0,0,168.0,1629.1500244140625,Stayed,Others,Others,0.55,55.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
33248-TAM,Male,68,Yes,Tamil Nadu,14,2,None,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.8499984741211,1471.75,0.0,0,318.82000732421875,1790.5699462890625,Churned,Dissatisfaction,Network reliability,0.63,63.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
33250-PUN,Male,54,No,Punjab,14,33,None,No,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,24.75,24.75,0.0,0,0.0,24.75,Churned,Competitor,Competitor had better devices,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
33257-TAM,Female,73,Yes,Tamil Nadu,10,35,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,161.5,0.0,0,94.94000244140625,256.44000244140625,Churned,Attitude,Attitude of support person,0.93,93.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
33296-AND,Male,32,No,Andhra Pradesh,3,36,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,-5.0,45.04999923706055,0.0,70,13.84000015258789,128.88999938964844,Churned,Dissatisfaction,Network reliability,0.88,88.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
33334-PUN,Female,27,No,Punjab,1,12,None,No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,35.45000076293945,106.8499984741211,0.0,0,0.0,106.8499984741211,Churned,Other,Moved,0.77,77.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",High
33391-MAH,Female,35,Yes,Maharashtra,5,11,None,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,88.94999694824219,355.20001220703125,0.0,40,193.27999877929688,588.47998046875,Churned,Dissatisfaction,Network reliability,0.69,69.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
33437-MAD,Female,34,No,Madhya Pradesh,13,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.6500015258789,69.6500015258789,0.0,0,28.700000762939453,98.3499984741211,Churned,Dissatisfaction,Network reliability,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
33463-JAM,Female,43,No,Jammu & Kashmir,13,35,Deal 5,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,90.4000015258789,168.1999969482422,0.0,0,21.059999465942383,189.25999450683594,Churned,Other,Don't know,0.99,99.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
33490-BIH,Female,43,Yes,Bihar,13,9,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.5,69.5,0.0,0,8.3100004196167,77.80999755859375,Churned,Dissatisfaction,Product dissatisfaction,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
33495-UTT,Male,81,No,Uttar Pradesh,14,23,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,93.8499984741211,170.85000610351562,0.0,0,38.540000915527344,209.38999938964844,Churned,Dissatisfaction,Poor expertise of online support,0.98,98.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
33564-JAM,Female,30,No,Jammu & Kashmir,3,10,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.44999694824219,3029.10009765625,0.0,0,667.4500122070312,3696.550048828125,Churned,Competitor,Competitor made better offer,0.52,52.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer an early-tenure loyalty benefit. Key signals: month-to-month contract, high monthly charge, short customer tenure.",Medium
33575-UTT,Male,83,Yes,Uttar Pradesh,2,25,Deal 3,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,85.19999694824219,2874.449951171875,0.0,0,1008.4400024414062,3882.889892578125,Stayed,Others,Others,0.68,68.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
36839-MAD,Female,29,No,Madhya Pradesh,1,12,Deal 5,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.69999694824219,81.69999694824219,0.0,0,9.8100004196167,91.51000213623047,Churned,Dissatisfaction,Service dissatisfaction,0.96,96.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
36925-TAM,Male,65,No,Tamil Nadu,5,21,Deal 3,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,105.80000305175781,2998.0,0.0,0,681.7999877929688,3679.800048828125,Stayed,Others,Others,0.53,53.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer a service review or upgrade consultation. Key signals: month-to-month contract, high monthly charge, fiber service customer.",Medium
36962-WES,Male,76,No,West Bengal,10,25,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,84.80000305175781,906.8499755859375,0.0,0,45.099998474121094,951.9500122070312,Churned,Price,Extra data charges,0.86,86.0,1,High,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",High
36981-GUJ,Male,44,Yes,Gujarat,7,35,None,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,95.69999694824219,4729.75,0.0,140,2457.0,7326.75,Stayed,Others,Others,0.58,58.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
36981-UTT,Male,68,No,Uttarakhand,0,9,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,75.6500015258789,1146.6500244140625,0.0,0,695.7000122070312,1842.3499755859375,Churned,Attitude,Attitude of support person,0.57,57.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",Medium
37034-RAJ,Female,58,Yes,Rajasthan,2,8,None,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,79.55000305175781,79.55000305175781,0.0,0,4.039999961853027,83.58999633789062,Churned,Other,Don't know,1.0,100.0,1,High,"Offer an incentive to move to a long-term contract | Offer an early-tenure loyalty benefit | Offer priority/premium customer support. Key signals: month-to-month contract, short customer tenure, premium support not active.",High
37047-DEL,Male,80,Yes,Delhi,2,34,None,No,No,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,49.150001525878906,2550.89990234375,0.0,30,0.0,2580.89990234375,Churned,Competitor,Competitor made better offer,0.56,56.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Evaluate eligibility for a value plan. Key signals: month-to-month contract, premium support not active, no value deal assigned.",Medium
41515-TEL,Male,40,No,Telangana,9,16,Deal 4,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,90.5999984741211,1020.2000122070312,0.0,0,423.2799987792969,1443.47998046875,Stayed,Others,Others,0.59,59.0,1,Medium,"Offer an incentive to move to a long-term contract | Offer a personalized pricing or loyalty discount | Offer priority/premium customer support. Key signals: month-to-month contract, high monthly charge, premium support not active.",Medium
41620-MAH,Female,48,Yes,Maharashtra,8,16,None,Yes,No,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,70.4000015258789,147.14999389648438,0.0,0,92.45999908447266,239.61000061035156,Churned,Dissatisfaction,Network reliability,0.92,92.0,1,High,"Offer an incentive to move to a long-term contract | Offer priority/premium customer support | Offer a service review or upgrade consultation. Key signals: month-to-month contract, premium support not active, fiber service customer.",High
